                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3881,                 4.0483,                 1.2884,                0.00882,                0.16685,                0.04142,                0.02615,                 1.2658,                 3.8183,                 1.1748,                0.09703,                  3e-05,                  3e-05
                      2,                 1.2781,                 3.8111,                 1.2505,                0.00268,                0.11754,                0.04054,                0.02365,                 1.7134,                   3.84,                 1.5254,               0.093069,               6.93e-05,               6.93e-05
                      3,                 1.2303,                  3.314,                  1.188,                0.00198,                0.09803,                0.02283,                0.01307,                 2.2386,                 3.6643,                 1.8273,               0.089108,              0.0001078,              0.0001078
                      4,                  1.213,                 2.8073,                 1.1188,                0.00287,                0.11384,                0.01937,                0.01182,                  2.429,                 3.9291,                 2.0159,               0.085146,              0.0001455,              0.0001455
                      5,                  1.175,                 2.4119,                 1.1138,                0.01752,                0.09268,                0.02012,                0.00782,                  2.276,                  3.987,                 2.0379,               0.081182,              0.0001824,              0.0001824
                      6,                  1.134,                 2.2455,                 1.1159,                0.00427,                0.10288,                0.01841,                0.00709,                 2.3641,                 3.9478,                 2.1045,               0.077219,              0.0002185,              0.0002185
                      7,                 1.1645,                  2.107,                 1.1014,                0.04505,                0.07563,                0.04479,                0.02865,                 2.2614,                 4.0632,                  2.068,               0.073254,              0.0002538,              0.0002538
                      8,                 1.0836,                 1.7945,                 1.0799,                0.00891,                0.06702,                0.03187,                 0.0135,                 2.3167,                 4.1143,                 2.1008,               0.069288,              0.0002883,              0.0002883
                      9,                 1.1111,                 1.7096,                 1.1069,                0.02156,                0.10542,                0.05055,                0.02462,                  2.133,                 4.1058,                 1.8627,               0.065322,               0.000322,               0.000322
                     10,                 1.1148,                 1.5752,                 1.1094,                0.60535,                0.01714,                0.05144,                0.03496,                 1.8105,                 4.0756,                 1.5895,               0.061355,              0.0003549,              0.0003549
                     11,                 1.0325,                 1.4113,                 1.0543,                0.64968,                0.01389,                0.05962,                0.03755,                 1.5777,                 4.0824,                 1.4511,               0.057387,               0.000387,               0.000387
                     12,                  1.073,                 1.4337,                 1.0782,                0.77615,                0.03635,                0.15674,                0.10637,                 1.5409,                 4.0598,                 1.3926,               0.053418,              0.0004183,              0.0004183
                     13,                 1.0166,                 1.3282,                 1.0514,                0.29582,                0.34354,                0.29427,                0.22865,                 1.3389,                 3.8811,                 1.2746,               0.049449,              0.0004488,              0.0004488
                     14,                 1.0394,                 1.2608,                 1.0448,                0.88424,                0.12596,                0.42262,                0.32901,                 1.2727,                 3.4795,                 1.1939,               0.045479,              0.0004785,              0.0004785
                     15,                  1.037,                 1.2098,                 1.0422,                0.89977,                0.20504,                0.57548,                0.47525,                 1.1661,                 3.1452,                 1.0965,               0.041507,              0.0005074,              0.0005074
                     16,                 1.0056,                 1.1963,                 1.0478,                0.86011,                0.23788,                0.57399,                0.46723,                   1.18,                 2.9796,                  1.093,               0.037536,              0.0005355,              0.0005355
                     17,                 0.9641,                 1.1271,                 1.0369,                0.79337,                0.20934,                0.53713,                0.42464,                 1.1907,                 2.8863,                 1.1023,               0.033563,              0.0005628,              0.0005628
                     18,                0.97962,                 1.1198,                 1.0406,                0.63846,                0.20967,                0.44036,                0.33086,                 1.2325,                 2.9726,                 1.1344,               0.029589,              0.0005893,              0.0005893
                     19,                0.95247,                 1.0871,                 1.0212,                0.70362,                 0.2288,                0.43251,                0.31264,                 1.3647,                 3.1728,                 1.2488,               0.025615,               0.000615,               0.000615
                     20,                0.91274,                  1.025,                0.99871,                0.48472,                0.38233,                0.35801,                0.26506,                 1.4067,                 3.3834,                 1.3319,                0.02164,              0.0006399,              0.0006399
                     21,                0.93064,                 1.0391,                 1.0346,                0.63262,                0.23563,                0.35689,                0.26225,                 1.3629,                 3.4167,                 1.3177,               0.017664,               0.000664,               0.000664
                     22,                0.93185,                  1.037,                 1.0201,                0.65655,                0.21811,                0.40504,                0.28779,                 1.3507,                   3.45,                 1.2541,               0.013687,              0.0006873,              0.0006873
                     23,                0.92608,                0.98283,                 1.0047,                0.61613,                0.27766,                0.44025,                0.34667,                 1.2881,                 2.9659,                 1.2178,              0.0097098,              0.0007098,              0.0007098
                     24,                0.92593,                0.99412,                 1.0153,                0.77123,                0.37092,                0.54438,                0.41284,                 1.2708,                 2.5789,                  1.196,              0.0057315,              0.0007315,              0.0007315
                     25,                0.92278,                0.97584,                 1.0112,                0.73719,                 0.4127,                0.53576,                0.40895,                 1.2798,                 2.4511,                 1.2085,              0.0017524,              0.0007524,              0.0007524
                     26,                0.91719,                0.94734,                 1.0171,                0.75991,                0.55144,                0.69334,                0.50973,                  1.222,                 1.8554,                 1.1589,                0.00075,                0.00075,                0.00075
                     27,                0.90776,                0.93583,                 1.0101,                0.73253,                0.56205,                0.65985,                0.49754,                  1.206,                 2.0365,                 1.1293,                0.00074,                0.00074,                0.00074
                     28,                0.95027,                0.97374,                  1.013,                0.76374,                0.56187,                0.68272,                0.52174,                 1.1267,                  1.889,                 1.0761,                0.00073,                0.00073,                0.00073
                     29,                0.93981,                0.96485,                 1.0422,                0.69222,                0.52959,                 0.6716,                0.49705,                 1.1491,                 1.8882,                 1.0916,                0.00072,                0.00072,                0.00072
                     30,                0.98274,                0.98086,                 1.0055,                0.69503,                0.54421,                0.64297,                0.47823,                 1.1893,                 1.8978,                 1.0984,                0.00071,                0.00071,                0.00071
                     31,                0.89112,                0.89684,                 1.0102,                0.74608,                0.58006,                0.71485,                0.51723,                 1.1374,                 1.8081,                 1.0735,                 0.0007,                 0.0007,                 0.0007
                     32,                0.89127,                0.89303,                 1.0012,                0.74659,                0.55448,                0.68175,                 0.5101,                 1.1062,                 1.7793,                 1.0428,                0.00069,                0.00069,                0.00069
                     33,                0.90708,                0.90523,                0.99035,                0.75238,                0.57721,                0.71925,                0.53652,                 1.0364,                 1.5275,                  1.027,                0.00068,                0.00068,                0.00068
                     34,                0.86948,                0.85303,                 0.9771,                0.81956,                0.56563,                 0.7061,                0.53256,                 1.0463,                 1.6017,                 1.0667,                0.00067,                0.00067,                0.00067
                     35,                0.85632,                0.87408,                0.99038,                0.71052,                0.60767,                0.71379,                0.53043,                 1.0899,                 1.6491,                 1.0842,                0.00066,                0.00066,                0.00066
                     36,                0.84969,                0.85967,                0.98613,                0.77631,                0.69721,                0.76959,                0.59267,                  1.012,                 1.3757,                 1.0446,                0.00065,                0.00065,                0.00065
                     37,                0.83797,                 0.8531,                0.98014,                0.78194,                0.73667,                0.80489,                0.60076,                  1.005,                 1.2548,                 1.0473,                0.00064,                0.00064,                0.00064
                     38,                0.86367,                0.82873,                0.99972,                0.84307,                0.64653,                0.79402,                0.59163,                 1.0146,                 1.2164,                 1.0495,                0.00063,                0.00063,                0.00063
                     39,                0.83898,                0.81383,                0.99187,                0.71794,                0.75407,                0.78877,                0.61427,                  0.956,                 1.2057,                 1.0095,                0.00062,                0.00062,                0.00062
                     40,                0.86844,                0.83648,                0.98795,                0.78729,                0.71697,                0.78657,                0.59988,                 1.0127,                 1.2334,                 1.0259,                0.00061,                0.00061,                0.00061
                     41,                0.84729,                0.82025,                0.99287,                0.79264,                0.68954,                0.80159,                0.61505,                0.98757,                 1.2091,                 1.0328,                 0.0006,                 0.0006,                 0.0006
                     42,                0.83068,                0.86126,                0.97622,                0.84301,                0.66281,                0.79958,                0.62006,                0.97731,                 1.1596,                 1.0177,                0.00059,                0.00059,                0.00059
                     43,                0.86646,                0.77977,                0.96691,                0.78628,                0.71824,                0.78897,                0.60651,                0.95475,                  1.101,                 1.0245,                0.00058,                0.00058,                0.00058
                     44,                0.81142,                0.76101,                0.95744,                0.75356,                0.74679,                0.79373,                0.60627,                0.95507,                 1.0774,                 1.0266,                0.00057,                0.00057,                0.00057
                     45,                0.76621,                0.76589,                0.95802,                0.77756,                0.71587,                0.80597,                0.63784,                0.94556,                  1.103,                0.99417,                0.00056,                0.00056,                0.00056
                     46,                0.80732,                0.76437,                0.97569,                0.75587,                0.77495,                0.82925,                0.64573,                0.96784,                 1.0925,                  1.001,                0.00055,                0.00055,                0.00055
                     47,                0.83238,                0.76906,                0.96711,                0.76936,                0.78337,                0.82466,                0.63034,                0.93499,                0.99223,                0.98361,                0.00054,                0.00054,                0.00054
                     48,                0.82309,                0.76129,                0.96166,                0.76707,                0.79894,                 0.8251,                 0.6543,                0.89818,                0.98461,                0.96896,                0.00053,                0.00053,                0.00053
                     49,                0.81331,                0.76372,                0.95886,                0.82645,                0.76645,                0.82324,                0.65277,                0.91368,                 1.0239,                0.97995,                0.00052,                0.00052,                0.00052
                     50,                0.75195,                0.72591,                0.95574,                0.78951,                0.79632,                0.83266,                0.65997,                0.92429,                 1.0243,                0.99267,                0.00051,                0.00051,                0.00051
                     51,                0.79346,                0.75043,                0.95742,                0.86403,                 0.7004,                0.83507,                0.65879,                0.95052,                 1.0542,                0.99693,             0.00050001,             0.00050001,             0.00050001
                     52,                0.79137,                0.78124,                0.95519,                0.86275,                0.75222,                0.82567,                0.65489,                0.93361,                0.98924,                0.99189,             0.00049001,             0.00049001,             0.00049001
                     53,                0.74555,                0.71677,                0.95544,                 0.8393,                0.75049,                0.82568,                0.66379,                0.91844,                 1.0554,                0.98798,             0.00048001,             0.00048001,             0.00048001
                     54,                0.79127,                0.73984,                0.95602,                0.84484,                0.76884,                0.83528,                0.66865,                0.91244,                 1.0525,                0.97645,             0.00047001,             0.00047001,             0.00047001
                     55,                0.79716,                0.74801,                0.96477,                0.83236,                  0.776,                0.83311,                0.65987,                0.87457,                0.94635,                0.96562,             0.00046001,             0.00046001,             0.00046001
                     56,                0.73973,                0.70022,                0.94777,                0.86982,                0.72669,                0.81517,                0.64436,                0.88928,                0.96714,                0.96256,             0.00045001,             0.00045001,             0.00045001
                     57,                0.76367,                0.73346,                0.96083,                0.86385,                0.73812,                0.82123,                0.65331,                0.88081,                0.95248,                0.95484,             0.00044001,             0.00044001,             0.00044001
                     58,                0.76377,                0.70319,                0.94512,                0.81361,                0.78917,                0.83132,                0.65053,                0.86585,                 0.9404,                0.94541,             0.00043001,             0.00043001,             0.00043001
                     59,                0.76636,                0.68614,                0.94008,                0.80449,                0.79346,                0.83327,                 0.6514,                0.87973,                0.94981,                0.95487,             0.00042001,             0.00042001,             0.00042001
                     60,                0.73059,                0.66537,                 0.9392,                0.82602,                0.75313,                0.82958,                0.65567,                0.88157,                0.95412,                0.96044,             0.00041001,             0.00041001,             0.00041001
                     61,                0.73703,                0.66624,                0.93275,                0.86045,                0.72793,                0.84477,                0.65645,                0.87432,                0.93807,                0.95367,             0.00040001,             0.00040001,             0.00040001
                     62,                0.72583,                0.68429,                0.95018,                0.75447,                0.80729,                 0.8562,                 0.6625,                0.87174,                0.88771,                 0.9568,             0.00039001,             0.00039001,             0.00039001
                     63,                0.72957,                0.66004,                0.92534,                 0.8025,                0.81538,                0.86272,                0.67753,                0.87073,                 0.8483,                0.95945,             0.00038001,             0.00038001,             0.00038001
                     64,                0.74352,                0.66506,                0.94225,                0.81648,                 0.8048,                0.85124,                0.68065,                0.87195,                0.83967,                0.96005,             0.00037001,             0.00037001,             0.00037001
                     65,                0.72314,                0.66097,                0.93727,                0.83082,                 0.8107,                0.83843,                0.67548,                0.85627,                0.83672,                0.95462,             0.00036001,             0.00036001,             0.00036001
                     66,                0.70281,                0.64016,                0.93467,                0.83351,                0.82847,                0.85351,                  0.695,                0.83961,                0.82147,                0.94011,             0.00035001,             0.00035001,             0.00035001
                     67,                0.70881,                 0.6241,                0.92991,                0.85976,                0.80528,                0.86487,                0.68583,                0.87331,                0.83811,                0.94309,             0.00034001,             0.00034001,             0.00034001
                     68,                0.70478,                0.63982,                0.92798,                0.88156,                  0.778,                0.86318,                0.67455,                0.86722,                0.85992,                0.94884,             0.00033001,             0.00033001,             0.00033001
                     69,                0.72027,                0.63844,                0.93592,                0.86012,                 0.8138,                0.87259,                0.68636,                0.84967,                 0.8711,                0.95032,             0.00032001,             0.00032001,             0.00032001
                     70,                0.67753,                0.62531,                 0.9268,                0.84104,                0.81981,                0.86181,                0.67464,                0.85202,                 0.8475,                 0.9544,             0.00031001,             0.00031001,             0.00031001
                     71,                0.68656,                 0.6191,                0.92716,                0.79089,                0.85601,                0.87592,                0.69133,                0.86691,                0.85807,                0.95762,             0.00030001,             0.00030001,             0.00030001
                     72,                0.69995,                0.63871,                0.92606,                0.80366,                0.85279,                0.87946,                0.69046,                0.87183,                0.87225,                0.95953,             0.00029001,             0.00029001,             0.00029001
                     73,                0.66189,                0.61359,                0.92587,                0.87223,                0.81077,                0.88914,                0.70239,                0.84877,                0.83814,                0.95163,             0.00028001,             0.00028001,             0.00028001
                     74,                0.69133,                  0.608,                0.91891,                0.79286,                0.88149,                0.88748,                0.71005,                0.84422,                0.81219,                0.94693,             0.00027001,             0.00027001,             0.00027001
                     75,                0.69233,                0.62562,                0.93241,                0.87765,                0.83654,                0.88907,                0.71675,                0.81956,                0.78777,                0.94056,             0.00026001,             0.00026001,             0.00026001
                     76,                 0.7011,                0.59615,                0.92878,                0.86364,                0.85358,                0.88966,                0.71601,                0.80894,                0.78182,                 0.9469,             0.00025001,             0.00025001,             0.00025001
                     77,                0.67692,                0.59866,                0.92792,                0.88133,                0.82107,                0.88633,                0.71549,                0.81732,                0.78078,                0.95737,             0.00024001,             0.00024001,             0.00024001
                     78,                0.67752,                0.58818,                0.90716,                0.81143,                0.84772,                0.88476,                0.71626,                 0.8127,                 0.7946,                0.95394,             0.00023001,             0.00023001,             0.00023001
                     79,                0.66837,                0.58142,                0.91834,                0.85332,                0.80084,                0.88138,                0.71627,                0.81769,                0.80892,                0.95065,             0.00022001,             0.00022001,             0.00022001
                     80,                0.67462,                0.58802,                 0.9215,                0.84021,                0.82266,                0.88649,                 0.7218,                0.82198,                  0.807,                0.94681,             0.00021001,             0.00021001,             0.00021001
                     81,                0.69635,                0.59645,                0.93704,                0.82451,                0.86962,                0.89633,                0.73398,                0.81325,                 0.7895,                0.94209,             0.00020001,             0.00020001,             0.00020001
                     82,                0.64966,                0.58234,                0.91967,                0.85093,                0.86781,                0.89633,                0.73462,                0.81152,                0.77972,                0.93938,             0.00019001,             0.00019001,             0.00019001
                     83,                0.68118,                0.60029,                0.91357,                0.85423,                0.86211,                0.89337,                0.72747,                0.82055,                 0.7765,                0.93986,             0.00018001,             0.00018001,             0.00018001
                     84,                0.67398,                0.58916,                0.91603,                0.85921,                0.85025,                0.89204,                0.72098,                0.80704,                0.77059,                 0.9309,             0.00017001,             0.00017001,             0.00017001
                     85,                0.64131,                0.57826,                0.90293,                0.85888,                 0.8457,                0.89148,                0.72024,                0.80153,                0.78317,                0.93045,             0.00016001,             0.00016001,             0.00016001
                     86,                0.67609,                0.57378,                0.91303,                0.84247,                 0.8605,                0.88925,                0.71786,                0.80229,                0.77693,                0.93607,             0.00015001,             0.00015001,             0.00015001
                     87,                0.65039,                0.56427,                0.92193,                0.83346,                 0.8805,                0.89207,                0.71801,                0.79844,                0.77141,                0.93791,             0.00014001,             0.00014001,             0.00014001
                     88,                0.61904,                0.55173,                0.89917,                0.83936,                0.88616,                0.89604,                 0.7196,                0.79762,                0.76242,                0.93439,             0.00013001,             0.00013001,             0.00013001
                     89,                0.64765,                0.55966,                0.90568,                0.83644,                0.88023,                0.89397,                 0.7289,                0.79356,                0.76363,                 0.9325,             0.00012001,             0.00012001,             0.00012001
                     90,                0.62538,                0.53272,                0.89875,                0.85493,                0.85929,                0.89219,                0.71879,                0.78998,                0.76547,                0.92897,             0.00011001,             0.00011001,             0.00011001
                     91,                0.62172,                0.57552,                0.89292,                0.85429,                 0.8756,                0.89197,                0.72428,                 0.7989,                0.76767,                0.93069,             0.00010001,             0.00010001,             0.00010001
                     92,                0.63471,                0.54754,                0.89935,                0.88623,                 0.8079,                0.88851,                0.71765,                0.82613,                0.82074,                0.94019,             9.0009e-05,             9.0009e-05,             9.0009e-05
                     93,                0.59065,                0.52606,                0.89432,                0.89572,                  0.808,                0.88813,                0.71459,                0.83741,                0.86249,                0.95067,             8.0009e-05,             8.0009e-05,             8.0009e-05
                     94,                0.64541,                0.55827,                0.90769,                0.87846,                0.83697,                0.89013,                0.71473,                0.83284,                0.82949,                0.95208,             7.0009e-05,             7.0009e-05,             7.0009e-05
                     95,                0.57928,                0.50113,                0.88342,                0.89537,                0.83742,                0.89295,                0.71633,                0.81737,                0.77827,                0.94907,             6.0009e-05,             6.0009e-05,             6.0009e-05
                     96,                 0.6146,                0.50374,                0.89159,                0.89451,                0.84358,                0.89324,                  0.719,                0.80555,                 0.7552,                0.94388,              5.001e-05,              5.001e-05,              5.001e-05
                     97,                0.60303,                0.50458,                0.88803,                0.88981,                0.84699,                0.89539,                0.71674,                0.79914,                0.74695,                0.93875,              4.001e-05,              4.001e-05,              4.001e-05
                     98,                0.60626,                0.50925,                0.87901,                0.88566,                0.85087,                0.89944,                0.71861,                0.79662,                0.73852,                0.93401,              3.001e-05,              3.001e-05,              3.001e-05
                     99,                0.60847,                0.52442,                 0.8978,                0.87347,                0.85808,                0.90078,                0.72056,                0.79642,                0.73583,                0.93147,              2.001e-05,              2.001e-05,              2.001e-05
                    100,                0.59156,                0.50744,                0.89376,                0.86868,                 0.8639,                0.90129,                0.72023,                0.79624,                0.73441,                0.92865,              1.001e-05,              1.001e-05,              1.001e-05
